CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_DISB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT
H4LA06179,LENAR WHITNEY,O,REP,0.0,LA,6
H2LA06058,RUFUS HOLT CRAIG,C,LIB,7540.9,LA,6
H8MA02041,RICHARD E MR. NEAL,I,DEM,2393749.98,MA,1
H2MA01228,DEAN MARTILLI,C,REP,19491.64,MA,1
H8MA01035,NATHAN ALEXANDER BECH,C,REP,0.0,MA,1
H4MA03022,JAMES P. MR. MCGOVERN,I,DEM,1013771.59,MA,2
H2MA02085,JEFF SOSSA-PAQUETTE,C,REP,136673.9,MA,2
H8MA02090,KEVIN WILLIAM POWERS,C,REP,0.0,MA,2
H8MA03072,DANIEL ARRIGG KOH,O,DEM,6994.62,MA,3
H8MA03106,LORI TRAHAN,I,DEM,1386908.66,MA,3
H8MA03122,JUANA MATIAS,O,DEM,2720.0,MA,3
H8MA03197,BARBARA L'ITALIEN,O,DEM,0.0,MA,3
H2MA03141,DEAN TRAN,C,REP,158145.09,MA,3
H8MA03114,RICK GREEN,O,REP,200.0,MA,3
H0MA04143,IHSSANE LECKEY,C,DEM,23562.36,MA,4
H0MA04176,ALAN KHAZEI,C,DEM,48020.83,MA,4
H0MA04184,JESSE MERMELL,C,DEM,22287.06,MA,4
H0MA04192,JAKE AUCHINCLOSS,I,DEM,1071447.44,MA,4
H0MA04242,CHRISTOPHER ZANNETOS,C,DEM,42.12,MA,4
H8MA04047,HERB ROBINSON,C,DEM,30.0,MA,4
H0MA04259,JULIE HALL,C,REP,31751.88,MA,4
H2MA04115,EMILY BURNS,C,REP,368666.42,MA,4
H4MA05084,KATHERINE CLARK,I,DEM,2360336.77,MA,5
H2MA05153,CAROLINE COLARUSSO,C,REP,106347.0,MA,5
H0MA06098,JAMIE MARIE ZAHLAWAY BELSITO,C,DEM,0.0,MA,6
H4MA06090,SETH MOULTON,I,DEM,1613461.86,MA,6
H2MA06086,ROBERT MAY,C,REP,40158.55,MA,6
H2MA06094,MARK MR. TASHJIAN,C,LIB,67492.87,MA,6
H8MA07032,AYANNA PRESSLEY,I,DEM,1646043.69,MA,7
H2MA09072,STEPHEN LYNCH,I,DEM,820808.42,MA,8
H6MA08141,JOSEPH P II KENNEDY,C,DEM,350887.64,MA,8
H2MA08082,HAMILTON SOARES RODRIGUES,C,REP,35066.72,MA,8
H0MA09068,MARK SYLVIA,C,DEM,5436.01,MA,9
H0MA10082,WILLIAM R KEATING,I,DEM,1361110.84,MA,9
H2MA09221,MARK LITTLES,C,REP,72966.9,MA,9
H2MA09239,JESSE BROWN,C,REP,334478.21,MA,9
H2MA09254,DAN SULLIVAN,C,REP,59867.39,MA,9
H4MA09078,JOHN C CHAPMAN,C,REP,0.0,MA,9
H4MA09086,DANIEL L SHORES,C,REP,0.0,MA,9
H8MA09046,PETER D. MR. TEDESCHI,C,REP,0.0,MA,9
H2MD01220,HEATHER RENAY MIZEUR,C,DEM,2765613.1,MD,1
H2MD01238,R. DAVID HARDEN,C,DEM,402074.44,MD,1
H2MD03176,MALCOLM THOMAS COLOMBO,C,DEM,1589.41,MD,1
H8MD01193,JESSE COLVIN,C,DEM,16298.26,MD,1
H8MD01094,ANDREW P HARRIS,I,REP,2151528.36,MD,1
H2MD02160,C. A. DUTCH RUPPERSBERGER,I,DEM,1390057.74,MD,2
H2MD02319,BRITTANY T OLIVER,C,DEM,46657.28,MD,2
H2MD02327,MARQUES MR. DENT,C,DEM,5051.7,MD,2
H2MD03192,GEORGE CROOM,C,DEM,9914.66,MD,2
H0MD02149,MARCELO GABRIEL CARDARELLI,C,REP,0.0,MD,2
H0MD02230,JOHNNY RAY MR. SALLING,C,REP,1524.6,MD,2
H2MD02335,BERNARD FLOWERS,C,REP,30750.58,MD,2
H2MD02350,ELLEN EJ MCNULTY,C,REP,15244.45,MD,2
H2MD02368,NICOLEE AMBROSE,C,REP,500122.32,MD,2
H2MD02376,MIKE GEPPI,C,REP,0.0,MD,2
H2MD06138,DAVID DRAIN II WALLACE,C,REP,84039.33,MD,2
H8MD02118,LIZ MATORY,C,REP,0.0,MD,2
H6MD03292,JOHN P. MR. SARBANES,I,DEM,740295.6,MD,3
H8MD02100,JAKE PRETOT,C,DEM,0.0,MD,3
H2MD02343,YURIPZY MORGAN,C,REP,500292.9,MD,3
H2MD03184,ANTONIO PITOCCO,C,REP,38716.75,MD,3
H2MD03200,LANCE ALAN GRIFFIN,C,REP,17220.21,MD,3
H2MD03218,AMAL TORRES,C,REP,36575.5,MD,3
H2MD04315,GLENN IVEY,O,DEM,1769658.16,MD,4
H2MD04323,JAZZ LEWIS,O,DEM,319768.24,MD,4
H2MD04349,ANGELA ANGEL,O,DEM,15972.79,MD,4
H2MD04356,DONNA F EDWARDS,O,DEM,1150817.59,MD,4
H2MD04364,TAMMY ALLISON,O,DEM,0.0,MD,4
H6MD04183,DONNA FERN EDWARDS,I,DEM,1150817.59,MD,4
H6MD04209,ANTHONY BROWN,I,DEM,831054.22,MD,4
H2MD04307,JEFF WARNER,O,REP,57027.05,MD,4
H2MD04372,ERIC LOEB,O,REP,3211.68,MD,4
H2MD05155,STENY HOYER,I,DEM,4076519.5,MD,5
H2MD05536,MCKAYLA NICOLLETTE WILKES,C,DEM,184627.11,MD,5
H2MD05569,KEITH A WASHINGTON,C,DEM,8606.1,MD,5
H0MD05225,CHRISTOPHER PALOMBI,C,REP,64701.11,MD,5
H6MD05206,CHARLES FADDIS,C,REP,0.0,MD,5
H2MD06195,JOHN K DELANEY,I,DEM,11103.81,MD,6
H2MD06294,BENJAMIN SMILOWITZ,C,DEM,99234.7,MD,6
H6MD08549,DAVID TRONE,I,DEM,13034603.23,MD,6
H8MD06143,ARUNA MILLER,C,DEM,280672.47,MD,6
H0MD06231,NEIL CONRAD PARROTT,C,REP,1209478.75,MD,6
H2MD06187,DAVID ROSS BRINKLEY,C,REP,12.0,MD,6
H2MD06260,JONATHAN JENKINS JENKINS,C,REP,25830.48,MD,6
H2MD06328,MATTHEW FOLDI,C,REP,253291.82,MD,6
H2MD08183,MARIELA ROCA,C,REP,93677.89,MD,6
H2MD08209,COLT MORNINGSTAR BLACK,C,REP,1068.19,MD,6
H0MD07171,TERRI LYNN HILL,C,DEM,3692.6,MD,7
H0MD07205,JAY JALISI,C,DEM,0.0,MD,7
H6MD07020,KWEISI MFUME,I,DEM,309658.96,MD,7
H0MD07155,LIZ MATORY,C,REP,0.0,MD,7
H0MD07197,KIMBERLY KLACIK,C,REP,588221.88,MD,7
H6MD08457,JAMIE RASKIN,I,DEM,2918723.4,MD,8
H6MD08523,JOEL MARTIN RUBIN,O,DEM,0.0,MD,8
H0MD08203,GREGORY THOMAS COLL,C,REP,17756.65,MD,8
H6MD08507,LIZ MATORY,C,REP,0.0,MD,8
H6MD08531,ARYEH SHUDOFSKY,O,REP,0.0,MD,8
H8ME01120,CHELLIE M PINGREE,I,DEM,618990.31,ME,1
H2ME01131,EDWIN F MR. THELANDER,C,REP,445248.08,ME,1
H8ME02185,JARED GOLDEN,I,DEM,6164855.73,ME,2
H2ME02188,MICHAEL HONORABLE PERKINS,C,REP,58709.54,ME,2
H2ME02212,ELIZABETH CARUSO,C,REP,46070.0,ME,2
H4ME02234,BRUCE POLIQUIN,C,REP,3566162.78,ME,2
H0MI01211,DANA FERGUSON,C,DEM,0.0,MI,1
H2MI01142,ROBERT JAMES LORINSER,C,DEM,578256.86,MI,1
H0MI01104,JASON EDWARD ALLEN,O,REP,0.0,MI,1
H6MI01226,JOHN BERGMAN,I,REP,1972286.86,MI,1
H8MI04101,JEROME C HILLIARD,C,DEM,30655.33,MI,2
H0MI03266,THOMAS JOHN NORTON,C,REP,298046.85,MI,2
H4MI04126,JOHN MR. MOOLENAAR,I,REP,2302519.28,MI,2
H0MI03316,HILLARY SCHOLTEN,C,DEM,3823393.12,MI,3
H0MI03233,EMILY E RAFI,C,REP,2800.0,MI,3
H0MI03290,LYNN AFENDOULIS,C,REP,0.0,MI,3
H0MI03308,PETER MR. MEIJER,I,REP,3121344.73,MI,3
H2MI03163,AUDRA JOHNSON,C,REP,21612.59,MI,3
H2MI03171,AUDRA MRS. LEMONS-JOHNSON,C,REP,21612.59,MI,3
H2MI03189,GABRIELLA MANOLACHE,C,REP,11025.62,MI,3
H2MI03197,JOHN GIBBS,C,REP,1684742.38,MI,3
H0MI03126,JUSTIN AMASH,I,IND,17281.24,MI,3
H0MI04108,ANTHONY DEAN DR. FEIG,C,DEM,46172.12,MI,4
H2MI04260,JOSEPH ALFONSO,C,DEM,36158.73,MI,4
H0MI02094,WILLIAM P HUIZENGA,I,REP,3441249.6,MI,4
H2MI06117,STEPHEN CARRA,C,REP,277859.34,MI,4
H2MI05176,BARTLEY F. GOLDBERG,C,DEM,161457.23,MI,5
H0MI05121,EARL PATRICK MR. LACKIE,C,REP,6843.42,MI,5
H2MI06109,EZRA MR. SCOTT,C,REP,10582.75,MI,5
H2MI06141,SHERRY ANNE DR O'DONNELL,C,REP,245292.44,MI,5
H4MI12079,DEBBIE DINGELL,I,DEM,1599861.37,MI,6
H2MI06158,WHITTNEY WILLIAMS,O,REP,11777.41,MI,6
H2MI06166,HIMA KOLANAGIREDDY,O,REP,311814.45,MI,6
H6MI04113,FREDERICK STEPHEN UPTON,I,REP,1409450.88,MI,6
H8MI08102,ELISSA SLOTKIN,I,DEM,11412393.58,MI,7
H2MI07123,THOMAS MORE BARRETT,C,REP,2829219.04,MI,7
H2MI07131,JACOB HAGG,C,REP,168499.03,MI,7
H4MI07103,TIMOTHY L REP WALBERG,I,REP,1226526.63,MI,7
H2MI05119,DANIEL T DANIEL T. KILDEE,I,DEM,6387568.54,MI,8
H0MI08133,MIKE DETMER,C,REP,2973.95,MI,8
H0MI08141,PAUL JUNGE,C,REP,3026898.7,MI,8
H2MI08196,MATTHEW SEELY,C,REP,592268.2,MI,8
H4MI08135,MIKE BISHOP,I,REP,35471.73,MI,8
H2MI08154,BRIAN STEVEN JAYE,C,DEM,47153.38,MI,9
H2MI17023,SANDER M MR LEVIN,I,DEM,7172.84,MI,9
H0MI14230,GAVRIEL GROSSBARD,C,REP,87850.0,MI,9
H4MI09109,MICHELLE R.E. DONOVAN,C,REP,7873.08,MI,9
H2MI10127,HUWAIDA ARRAF,C,DEM,536961.54,MI,10
H2MI10143,ANGELA ROGENSUES,C,DEM,346917.27,MI,10
H2MI10168,HENRY YANEZ,C,DEM,129094.98,MI,10
H2MI10176,CARL MARLINGA,C,DEM,1054077.39,MI,10
H2MI10184,RHONDA POWELL,C,DEM,37305.45,MI,10
H0MI10287,LISA MCCLAIN,I,REP,401221.06,MI,10
H0MI10303,BISHAM DR. SINGH,O,REP,7589.48,MI,10
H2MI10135,TONY I MARCINKEWCIZ,C,REP,14866.24,MI,10
H2MI10150,JOHN JAMES,C,REP,6158678.0,MI,10
H2MI11240,ERIC ESSHAKI,C,REP,291594.93,MI,10
H6MI10219,ANTHONY G. FORLINI,O,REP,0.0,MI,10
H8MI09118,ANDY LEVIN,I,DEM,3349310.13,MI,11
H8MI11254,HALEY STEVENS,I,DEM,5652908.15,MI,11
H0MI11145,CARMELITA GRECO,C,REP,508.59,MI,11
H2MI08162,CHERIE LOTT,C,REP,14858.65,MI,11
H2MI11133,KERRY BENTIVOLIO,C,REP,2.8,MI,11
H2MI11232,MATTHEW DENOTTER,C,REP,381425.71,MI,11
H2MI11257,JOSH BITTERMAN,C,REP,120457.0,MI,11
H2MI11265,MARK AMBROSE,C,REP,668345.01,MI,11
H2MI12164,MICHELLE WOODDELL,C,DEM,98450.0,MI,12
H2MI12172,JANICE MARIE WINFREY,C,DEM,414590.21,MI,12
H2MI12206,MYKALE GARRETT,C,DEM,305876.35,MI,12
H8MI13250,RASHIDA TLAIB,I,DEM,3492424.31,MI,12
H2MI12198,JAMES D HOOPER,C,REP,2214.75,MI,12
H2MI13196,HASSAN H NEHME,C,REP,19163.89,MI,12
H2MI13311,STEVEN ELLIOTT,C,REP,261564.67,MI,12
H2MI07115,ADRIAN LINO TONON,C,DEM,363367.23,MI,13
H2MI13204,SHRI THANEDAR,C,DEM,9201964.97,MI,13
H2MI13212,MICHAEL GRIFFIE,C,DEM,440896.16,MI,13
H2MI13238,RALPH L. REV. JR. GODBEE,C,DEM,52722.58,MI,13
H2MI13246,ADAM HOLLIER,C,DEM,1210004.4,MI,13
H2MI13261,JOHN CONYERS,C,DEM,70398.49,MI,13
H2MI13279,SHERRY J GAY-DAGNOGO,C,DEM,326238.22,MI,13
H2MI13295,PORTIA ROBERSON,C,DEM,563033.29,MI,13
H2MI13303,LORRIE RUTLEDGE,C,DEM,8410.09,MI,13
H2MI13329,SHARON MCPHAIL,C,DEM,74810.21,MI,13
H2MI13345,ANGELA E MS MCINTOSH,C,DEM,100.0,MI,13
H2MI13378,SAMUEL LEWIS JR RIDDLE,C,DEM,8155.0,MI,13
H6MI01028,JOHN JR. CONYERS,I,DEM,2541.0,MI,13
H8MI13243,BRENDA JONES,C,DEM,6150.0,MI,13
H2MI13360,MARTELL DE'ANGELO BIVINGS,C,REP,105776.03,MI,13
H0MI13513,DONALD EASON,C,IND,0.0,MI,13
H2MI14111,BRENDA LULENAR LAWRENCE,I,DEM,437159.58,MI,14
H8MI09068,GARY PETERS,C,DEM,1053968.19,MI,14
H0MI14255,ROBERT VANCE PATRICK,C,REP,150.0,MI,14
H8MN01253,VICKI JENSEN,O,DEM,0.0,MN,1
H0MN01045,JAMES HAGEDORN,I,REP,1067781.72,MN,1
H2MN01165,JEREMY MUNSON,O,REP,405123.46,MN,1
H2MN01181,MATTHEW L. BENDA,O,REP,243137.84,MN,1
H2MN01199,KEVIN KOCINA,O,REP,28476.0,MN,1
H2MN01223,BRAD FINSTAD,I,REP,1499979.44,MN,1
H2MN01264,JENNIFER CARNAHAN,O,REP,498488.82,MN,1
H2MN01298,KEN NAVITSKY,O,REP,0.0,MN,1
H2MN01306,NELS MR PIERSON,O,REP,117505.0,MN,1
H2MN01207,SARAH MS. BRAKEBILL-HACKE,O,DFL,6635.85,MN,1
H2MN01231,RICHARD WILLIAM PAINTER,O,DFL,50383.41,MN,1
H2MN01249,JEFFREY M. ETTINGER,O,DFL,2582635.81,MN,1
H2MN01322,RICK DEVOE,C,DFL,49067.48,MN,1
H2MN01348,JAMES RAINWATER,C,DFL,0.0,MN,1
H8MN01279,DANIEL FEEHAN,C,DFL,53514.17,MN,1
H6MN02131,ANGELA DAWN CRAIG,I,DEM,8802531.65,MN,2
H0MN02134,TYLER KISTNER,C,REP,3338988.09,MN,2
H2MN02130,DAVID ADAM GERSON,C,REP,0.0,MN,2
H6MN02149,JASON MARK MR. LEWIS,I,REP,0.0,MN,2
H6MN02156,PAMELA J MYHRA,O,REP,485.84,MN,2
H6MN02123,MARY LAWRENCE,C,DFL,24534.05,MN,2
H4MN02136,PAULA MIRARE OVERBY,C,OTH,2.06,MN,2
H0MN02118,RICHARD THOMAS OLSON,C,W,36038.97,MN,2
H0MN03124,KENDALL QUALLS,C,REP,61379.45,MN,3
H2MN03104,TOM WEILER,C,REP,674472.35,MN,3
H2MN03112,ADAM NOEL SCHWARZE,C,REP,63717.76,MN,3
H2MN03120,MARK BRAXILL,C,REP,168372.0,MN,3
H8MN03143,DEAN PHILLIPS,I,DFL,2340307.33,MN,3
H0MN04049,BETTY MCCOLLUM,I,DEM,2077727.59,MN,4
H2MN04151,MIKKI M MURRAY,C,REP,3200.71,MN,4
H2MN04177,MAY LOR XIONG,C,REP,133467.1,MN,4
H2MN04169,AMANE BADHASSO,C,DFL,866284.45,MN,4
H8MN05239,ILHAN OMAR,I,DEM,3227971.1,MN,5
H0MN05178,LACY JOHNSON,C,REP,68972.2,MN,5
H0MN05251,DALIA AL-AQIDI,C,REP,250.44,MN,5
H2MN05166,CICELY DAVIS,C,REP,3194319.67,MN,5
H2MN05190,ROYCE ALEXANDER MR WHITE,C,REP,364429.42,MN,5
H0MN05210,ANTONE MELTON-MEAUX,C,DFL,110944.37,MN,5
H2MN05208,DON MR. SAMUELS,C,DFL,1379127.39,MN,5
H4MN06087,THOMAS EARL JR. EMMER,I,REP,4234897.59,MN,6
H6MN06074,MICHELE BACHMANN,C,REP,185465.96,MN,6
H2MN06214,JEANNE HENDRICKS,C,DFL,204917.85,MN,6
H0MN07091,MICHELLE FISCHBACH,I,REP,1704409.41,MN,7
H8MN07102,JAYESUN ISRAEL MR. SHERMAN,C,REP,54.86,MN,7
H2MN07121,MARK J. LINDQUIST,C,DFL,61295.67,MN,7
H2MN07139,REED JERROLD OLSON,C,DFL,48735.95,MN,7
H2MN07162,JILL ABAHSAIN,C,DFL,30469.17,MN,7
H2MN07113,TRAVIS E JOHNSON,C,LIB,38201.34,MN,7
H0MN06127,TARRYL LYNN CLARK,C,DEM,2490.12,MN,8
H8MN08043,PETER ALLEN STAUBER,I,REP,2053768.49,MN,8
H2MN07105,ERNEST JOSEPH MR III OPPEGAARD-PELTIER,C,DFL,11851.72,MN,8
H2MN08111,RICHARD M. NOLAN,I,DFL,19429.53,MN,8
H2MN08152,JENNIFER SCHULTZ,C,DFL,655341.61,MN,8
H8MN08068,JOSEPH RADINOVICH,O,DFL,234.0,MN,8
H2MO01161,EARL CHILDRESS,C,DEM,13573.41,MO,1
H2MO01203,MICHAEL DANIELS,C,DEM,29081.43,MO,1
H2MO01229,STEVEN C ROBERTS,C,DEM,503958.11,MO,1
H8MO01143,CORI BUSH,I,DEM,2522592.88,MO,1
H2MO01179,ANDREW M JR JONES,C,REP,48509.79,MO,1
H2MO02185,RAYMOND REED,C,DEM,45938.04,MO,2
H2MO02193,E. BENJAMIN SAMUELS,C,DEM,721714.44,MO,2
H2MO02201,PATRICIA WASHBURN GUNBY,C,DEM,905770.41,MO,2
H2MO02102,ANN L. WAGNER,I,REP,3540409.26,MO,2
H2MO02219,PAUL III BERRY,C,REP,2450.0,MO,2
H2MO02227,TONY SALVATORE,C,REP,13024.06,MO,2
H2MO03159,JONATHAN KARLEN,C,DEM,14423.01,MO,3
H2MO03167,BETHANY EILEEN MANN,C,DEM,13176.76,MO,3
H2MO03183,ANDREW DALY,C,DEM,0.0,MO,3
H0MO03237,BRANDON WILKINSON,C,REP,34653.84,MO,3
H2MO03175,DUSTIN ANTHONY HILL,C,REP,36387.43,MO,3
H8MO09153,W BLAINE LUETKEMEYER,I,REP,4074349.46,MO,3
H0MO04227,ERICH ARVIDSON,C,DEM,0.0,MO,4
H0MO04086,VICKY HARTZLER,I,REP,4456982.28,MO,4
H2MO04140,TAYLOR BURKS,O,REP,916744.99,MO,4
H2MO04157,SARA WALSH,O,REP,127957.42,MO,4
H2MO04173,KALENA BRUCE,O,REP,409509.72,MO,4
H2MO04199,RICHARD RAY JR. BRATTIN,O,REP,367572.0,MO,4
H2MO04207,MARK ALFORD,O,REP,981421.09,MO,4
H2MO04215,KYLE STONNER LABRUE,O,REP,18207.51,MO,4
H2MO04223,WILLIAM IRWIN,O,REP,268958.51,MO,4
H2MO04231,JIM SOUPY CAMPBELL,O,REP,1010014.54,MO,4
H4MO04138,JOHN WEBB,C,REP,0.0,MO,4
H4MO05234,EMANUEL CLEAVER II,I,DEM,1182591.29,MO,5
H2MO05378,JERRY BARHAM,C,REP,113608.89,MO,5
H6MO05189,JACOB TURK,C,REP,36844.43,MO,5
H0MO06206,CHARLES WEST,C,DEM,17202.29,MO,6
H0MO06222,GENA L DR ROSS,C,DEM,6147.61,MO,6
H2MO06194,RONALD WILLIAM HARRIS,C,DEM,7928.62,MO,6
H8MO06092,HENRY ROBERT MARTIN,C,DEM,135956.05,MO,6
H0MO06073,SAMUEL B. JR. GRAVES,I,REP,1857068.51,MO,6
H2MO06236,DAKOTA SHULTZ,C,REP,12269.44,MO,6
H2MO07192,JOHN M. WOODMAN,O,DEM,989.76,MO,7
H2MO07200,KRISTEN RADAKER-SHEAFER,O,DEM,18278.59,MO,7
H2MO07127,SAM DR ALEXANDER,O,REP,174617.22,MO,7
H2MO07135,MIKE MOON,O,REP,177671.42,MO,7
H2MO07143,ERIC BURLISON,O,REP,899520.91,MO,7
H2MO07150,PAUL D WALKER,O,REP,7337.9,MO,7
H2MO07168,JAY WASSON,O,REP,1468904.36,MO,7
H2MO07176,JUSTIN DALE SNIDER,O,REP,0.0,MO,7
H2MO07184,ALEX L BRYANT,O,REP,218333.73,MO,7
H2MO08091,RANDI MCCALLIAN MCCALLIAN,C,DEM,38439.57,MO,8
H2MO08083,JEREMY TODD DENNISON,C,REP,10176.65,MO,8
H4MO08162,JASON T SMITH,I,REP,4242035.61,MO,8
H8MP00041,GREGORIO KILILI CAMACHO REP. SABLAN,I,IND,65712.26,MP,0
H8MP01015,ANGEL ALDAN DEMAPAN,C,REP,0.0,MP,1
H2MS01148,DIANNE DODSON BLACK,C,DEM,26814.62,MS,1
H6MS01131,JOHN TRENT KELLY,I,REP,1015860.19,MS,1
H2MS02161,GERALD M KERNER,C,DEM,31454.43,MS,2
H4MS02068,BENNIE G. THOMPSON,I,DEM,1308304.86,MS,2
H0MS02082,BRIAN WESLEY FLOWERS,C,REP,49973.12,MS,2
H2MS02203,RON ELLER,C,REP,24290.12,MS,2
H2MS03136,SHUWASKI YOUNG,C,DEM,76889.38,MS,3
H2MS03151,CASSIDY MICHAEL,C,REP,416068.87,MS,3
H8MS03125,MICHAEL PATRICK GUEST,I,REP,1610880.15,MS,3
H2MS04282,DAVID SELLERS,C,DEM,19568.97,MS,4
H2MS04332,JOHNNY L. DUPREE,C,DEM,147371.6,MS,4
H0MS04120,STEVEN MCCARTY PALAZZO,I,REP,1460683.8,MS,4
H0MS04161,BOYANTON CARL,C,REP,576038.0,MS,4
H2MS04258,WALTER MICHAEL EZELL,C,REP,1054585.87,MS,4
H2MS04266,RAYMOND N BROOKS,C,REP,43864.71,MS,4
H2MS04274,CLAY WAGNER,C,REP,551979.0,MS,4
H2MS04308,CHRISTOPHER BRICE WIGGINS,C,REP,252427.78,MS,4
H2MS04233,ALDEN PATRICK MR. JOHNSON,C,LIB,910.0,MS,4
H8MT01232,KATHLEEN WILLIAMS,O,DEM,13573.98,MT,0
H0MT01098,DEBRA LAMM,O,REP,0.0,MT,0
H2MT01060,STEVEN DAINES,C,REP,1306904.09,MT,0
H0MT00090,THOMAS WINTER,C,DEM,178180.2,MT,1
H2MT02092,MONICA TRANEL,C,DEM,3088634.59,MT,1
H2MT02100,CORA NEUMANN,C,DEM,1542200.27,MT,1
H2MT00112,MARY BROOKS TODD,C,REP,455003.17,MT,1
H2MT01136,MITCH MR. HEUER,O,REP,37167.5,MT,1
H2MT02084,AL OLSZEWSKI,C,REP,894286.02,MT,1
H4MT01041,RYAN K ZINKE,O,UNK,6603927.48,MT,1
H2MT01094,JACK BALLARD,C,DEM,91224.56,MT,2
H2MT02118,SKYLAR WILLIAMS,C,DEM,4729.47,MT,2
H2MT02134,PENNY RONNING,C,DEM,175463.67,MT,2
H2MT02159,MARK SWEENEY,C,DEM,119523.31,MT,2
H2MT02142,JAMES MATTHEW BOYETTE,C,REP,5535.07,MT,2
H2MT02175,KYLE RAY AUSTIN,C,REP,0.0,MT,2
H4MT00050,MATT MR. ROSENDALE,I,REP,1329704.01,MT,2
H2MT02167,GARY BUCHANAN,C,IND,570155.71,MT,2
H0MT00074,SAM RANKIN,C,LIB,31132.77,MT,2
H2NC02238,ERICA DANETTE SMITH,C,DEM,957600.91,NC,1
H2NC02287,DON DAVIS,C,DEM,1858045.79,NC,1
H4NC01046,GEORGE KENNETH BUTTERFIELD,I,DEM,650078.35,NC,1
H0NC03149,SANDY SMITH,C,REP,2194826.5,NC,1
H2NC01255,WILLIAM AIKEN,O,REP,5233.41,NC,1
H2NC02253,SANDY ROBERSON,C,REP,1178128.92,NC,1
H2NC02261,BILLY JOEL II STRICKLAND,C,REP,419881.08,NC,1
H2NC02295,BRAD ALLEN MURPHY,C,REP,195133.42,NC,1
H2NC02311,CHARLES BRENT ROBERSON,C,REP,91985.0,NC,1
H0NC02083,SCOTT COOPER,O,DEM,83466.45,NC,2
H0NC02125,DEBORAH ROSS,I,DEM,2106215.58,NC,2
H2NC02246,JAMES DAVID GAILLIARD,C,DEM,44669.09,NC,2
H8NC02110,LINDA COLEMAN,C,DEM,7425.0,NC,2
H2NC02220,ADINA SAFTA,C,REP,22154.04,NC,2
H2NC06106,MAHESH GANORKAR,C,REP,19228.06,NC,2
H2NC08235,CHRISTINE VILLAVERDE,C,REP,138312.38,NC,2
H2NC13110,GEORGE E MR. HOLDING,C,REP,114508.16,NC,2
H6NC02148,GREGORY BRANNON,C,REP,326.52,NC,2
H0NC03248,ALLEN THOMAS,O,DEM,2850.0,NC,3
H0NC03297,DANA EDWARDS OUTLAW,C,DEM,0.0,NC,3
H2NC01230,JOSEPH SWARTZ,O,DEM,26858.23,NC,3
H2NC03095,BARBARA D MS. GASKINS,C,DEM,94963.02,NC,3
H0NC03172,GREGORY FRANCIS DR. MURPHY,I,REP,1446223.8,NC,3
H0NC03230,PHILLIP RAY SHEPARD,C,REP,0.0,NC,3
H0NC03305,SAMUEL GRAHAM MR BOYD,O,REP,0.0,NC,3
H2NC04192,ANTHONY 'TONY' COWDEN,O,REP,231094.19,NC,3
H2NC07153,MAXIMILLIAN SOUTHWORTH-BECKWITH,C,REP,18237.44,NC,3
H2NC04135,ASHLEY WARD,O,DEM,88271.22,NC,4
H2NC04143,MATTHEW GROOMS,O,DEM,8547.1,NC,4
H2NC04150,ROBERT BENJAMIN III CLARK,O,DEM,163870.9,NC,4
H2NC06114,VALERIE FOUSHEE,C,DEM,1125309.94,NC,4
H2NC06122,RICHARD LEE DR. WATKINS,C,DEM,26804.34,NC,4
H2NC06130,STEPHEN JAMES VALENTINE,C,DEM,61597.51,NC,4
H2NC07195,CRYSTAL ANN CAVALIER,C,DEM,23024.64,NC,4
H6NC04037,DAVID PRICE,I,DEM,458006.57,NC,4
H0NC02158,ALAN D SWAIN,O,REP,267360.75,NC,4
H0NC04204,DEBESH SARKAR,C,REP,0.0,NC,4
H0NC04220,ROBERT THOMAS,O,REP,4801.1,NC,4
H2NC04101,RENE BORGHESE,O,REP,55132.5,NC,4
H2NC04119,CRAIG ROBERT KINSEY,O,REP,31949.5,NC,4
H2NC04176,JOHN DAVID MR. SZOKA,O,REP,183853.16,NC,4
H2NC13151,BILLY JOE BREWSTER,O,REP,23792.0,NC,4
H2NC13185,COURTNEY JOELE GEELS,O,REP,409981.2,NC,4
H2NC07203,BERNARD KYLE PARRISH,C,DEM,24718.16,NC,5
H2NC05165,MICHAEL STEPHAN ACKERMAN,C,REP,27035.36,NC,5
H4NC05146,VIRGINIA ANN FOXX,I,REP,2036393.21,NC,5
H0NC06191,ANGELA DARROW MS FLYNN,O,DEM,8972.94,NC,6
H8NC06079,RYAN WATTS,C,DEM,1950.0,NC,6
H8NC13067,KATHY MANNING,I,DEM,3149872.23,NC,6
H0NC06241,JOSEPH HAYWOOD,C,REP,85746.88,NC,6
H0NC06266,LAURA PICHARDO,C,REP,6583.16,NC,6
H2NC06155,MARY ANN DR CONTOGIANNIS,C,REP,33570.12,NC,6
H2NC06163,WILLIAM (BILL) SCHUCH,C,REP,2898.8,NC,6
H2NC07161,ROBERT CHRISTIAN CASTELLI,C,REP,921812.3,NC,6
H2NC07179,MARVIN BOGUSLAWSKI,C,REP,11227.56,NC,6
H4NC06052,BRADLEY MARK MR. WALKER,I,REP,1650776.54,NC,6
H2NC06171,THOMAS WATERCOTT,C,LIB,17673.99,NC,6
H2NC07104,STEPHEN MILLER,C,DEM,337004.98,NC,7
H2NC07146,JASON MINNICOZZI,C,DEM,132982.31,NC,7
